title,author,final_price,jumlah halaman,penerbit,tanggal terbit,berat,isbn,lebar,bahasa,panjang,image_url,description,affiliate_url
Seri Jenjang Baca - Kepemimpinan (Level 3): Terus Berinovasi,Arleen A.,Rp 39.000,24.0,Bhuana Ilmu Populer,"July 24, 2022",0.06,9786230408922,17.0,Indonesia,22.0,https://cdn.gramedia.com/uploads/items/img20220724_15412678.jpg,"Percaya pada diri sendiri, memiliki hati nurani, dan selalu memberikan lebih adalah beberapa kualitas yang perlu dimiliki seorang pemimpin. Kini, sebagian besar waktu anak-anak digunakan untuk mengembangkan kemampuan akademis sehingga mereka perlu dibimbing dan diingatkan bahwa ada hal lain yang dibutuhkan untuk menjadi seorang pemimpin yang baik. 

Kisah-kisah dalam Seri Jenjang Baca: Kepemimpinan dapat menginspirasi pemimpin-pemimpin muda bangsa kita untuk bisa mengambil tanggung jawab, menerima perbedaan, dan tidak pernah menyerah.

Sinopsis

Joanna adalah gadis dari keluarga sederhana. Namun, seluruh anggota keluarganya sangat kreatif. Mereka bisa membuat hal yang biasa menjadi luar biasa. Saat Joanna dewasa, dia membuka sebuah toko kue sederhana. Kira-kira, seperti apa, ya kisah Joanna dalam mengambangkan toko kuenya itu? Seri Jenjang Baca dirancang berdasarkan ketentuan Jenjang Kemampuan Membaca dari Kemendikbud. Terdapat penomoran level di setiap judulnya. Dengan begitu, guru/orangtua dapat memberikan bahan bacaan terbaik sesuai kemampuan anak agar mereka semakin suka membaca.

Seri Jenjang Baca - Kepemimpinan: Terus Berinovasi akan mengajarkan anak untuk dapat membuat gagasan atau ide-ide baru dengan mengikuti trend zaman sehingga kelak akan menjadi seorang pemimpin yang kreatif.

DETAIL  
Format   : Soft Cover  
Penulis    : Arleen Amidjaja
Jumlah Halaman : 24
Penerbit   : Bhuana Ilmu Populer 
Tanggal Terbit  : 24 Juli 2022
ISBN    : 9786230408922
Berat    : 0.06 kg
Panjang   : 22 cm
Lebar    : 17 cm
Bahasa   : Bilingual",https://aff.gramedia.com/s/SQaJSwZmZd
Black Clover 24,Yuki TABATA,Rp 30.000,192,Elex Media Komputindo,"June 6, 2024",0.12,9786230058646,11.4,Indonesia,17.2,https://cdn.gramedia.com/uploads/picture_meta/2024/6/7/aj4gkphcnvecntkpjvzpes.jpg,"Kerajaan Spade memulai invasinya ke Kerajaan Clover dan Kerajaan Heart. Asta dkk. yang telah berkembang setelah berlatih dengan roh penjaga pun menghadapi pasukan Spade yang memamerkan kekuatan iblisnya dan menginjak orang-orang!! Sementara itu, di hadapan Yuno muncul orang yang mengetahui rahasia kelahirannya! Ada pertalian nasib apakah dengan Kerajaan Spade, yang tersembunyi dalam masa lalunya itu?

Selling Point:
Komik Action populer dari majalah ""Shounen Jump"" yang sampai saat ini pun anime-nya pernah tayang di Jepang!! Movie-nya rilis di 2023 Maret!! Rilis komiknya tiap bulan pun teratur!! Gambar keren, cerita super seru!! Penuh plottwist dan intrik!! Rumor: 2025 Anime-nya bakal lanjut season baru!! Book Paper.

Black Clover adalah serial manga Jepang yang ditulis dan diilustrasikan oleh Yuki Tabata. Komik ini telah diserialisasikan di majalah Weekly Shonen Jump Shueisha sejak 16 Februari 2015. Volume pertama manga Black Clover diterbitkan pada tanggal 4 Juni 2015. Komik Black Clover terbagi menjadi 32 volume per April 2022.

Manga Black Clover merupakan seri kedua Tabata di Weekly Shonen Jump. Seri pertamanya berjudul Hungry Joker, yang 24 babnya telah dimuat di majalah dari 12 November 2012 sampai 13 Mei 2013, sebelum akhirnya dibatalkan. Pada bulan April 2022, diumumkan bahwa seri Black Clover akan memasuki masa jeda selama tiga bulan untuk mempersiapkan bab-bab terakhirnya. Shueisha telah mengumpulkan seluruh bab komik ini ke dalam volume individu.

Di antara jenis buku lainnya, komik memang disukai oleh semua kalangan mulai dari anak kecil hingga orang dewasa. Alasan komik lebih disukai oleh banyak orang karena disajikan dengan penuh dengan gambar dan cerita yang mengasyikan sehingga mampu menghilangkan rasa bosan di kala waktu senggang.

Komik seringkali dijadikan sebagai koleksi dan diburu oleh penggemarnya karena serinya yang cukup terkenal dan kepopulerannya terus berlanjut sampai saat ini. Dalam memilih jenis komik, ada baiknya perhatikan terlebih dahulu ringkasan cerita komik di sampul bagian belakang sehingga sesuai dengan preferensi pribadi pembaca.",https://aff.gramedia.com/s/saURzlRAzB
Jujutsu Kaisen 15,Gege Akutami,Rp 40.000,200,Elex Media Komputindo,"June 6, 2024",0.135,9786230058585,12,Indonesia,18,https://cdn.gramedia.com/uploads/picture_meta/2024/6/7/gped88hyqaaoa5yyaqa8ar.jpg,"Pembunuhan massal oleh Sukuna, kematian Nanami, hingga tumbangnya Kugisaki di tangan Mahito. Ketika hati Itadori dikalahkan oleh beban rasa bersalahnya sendiri, seorang pria bergegas menuju ke sahabatnya yang tengah mengalami krisis itu. Bagaimanakah akhir dari perjalanan Itadori dan Mahito yang saling mengutuk!?

Selling Point:
Serial populer di Jepang (dari majalah Shounen Jump, di mana judul-judulnya hampir semua jadi Best Seller di Jepang dan Internasional). Action seru dan cerita epik. Anime-nya tayang (di Jepang) Oktober 2020. Selalu masuk 10 besar Weekly Oricon. Movie-nya pun laris manis di bioskop bukan hanya Jepang, tapi juga Indonesia!! (tayang di bioskop Indonesia 16 maret 2022). Anime season 2-nya juga sedang tayang di 2023!!

Jujutsu Kaisen adalah serial manga Jepang yang ditulis dan diilustrasikan oleh Gege Akutami. Ini telah diserialkan di majalah manga shōnen Shueisha Weekly Shonen Jump sejak Maret 2018, dengan bab-babnya dikumpulkan dan diterbitkan dalam 20 volume tankōbon per Agustus 2022. Ceritanya mengikuti siswa sekolah menengah Yuji Itadori saat ia bergabung dengan organisasi rahasia Penyihir Jujutsu untuk menghilangkan Kutukan yang kuat bernama Ryomen Sukuna, di mana Yuji menjadi inangnya. Jujutsu Kaisen adalah sekuel dari Sekolah Teknik Kutukan Metropolitan Tokyo Akutami, yang diserialkan di Jump GIGA Shueisha dari April hingga Juli 2017, kemudian dikumpulkan dalam volume tankōbon, dengan judul retroaktif sebagai Jujutsu Kaisen 0, pada Desember 2018.

Di antara jenis buku lainnya, komik memang disukai oleh semua kalangan mulai dari anak kecil hingga orang dewasa. Alasan komik lebih disukai oleh banyak orang karena disajikan dengan penuh dengan gambar dan cerita yang mengasyikan sehingga mampu menghilangkan rasa bosan di kala waktu senggang.

Komik seringkali dijadikan sebagai koleksi dan diburu oleh penggemarnya karena serinya yang cukup terkenal dan kepopulerannya terus berlanjut sampai saat ini. Dalam memilih jenis komik, ada baiknya perhatikan terlebih dahulu ringkasan cerita komik di sampul bagian belakang sehingga sesuai dengan preferensi pribadi pembaca.",https://aff.gramedia.com/s/atFpuVjZAq
Level Comic: Tokyo Revengers 16,Ken Wakui,Rp 30.000,200,Elex Media Komputindo,"June 6, 2024",0.135,9786230058448,12,Indonesia,18,https://cdn.gramedia.com/uploads/picture_meta/2024/6/7/2njw89hseth9tiusxoscwc.jpg,"Takemichi kembali lagi ke masa lalu setelah memperoleh informasi dari masa depan tentang Yokohama Tenjiku dan ketua utamanya, Izana Kurokawa! Dia sudah tidak bisa kembali lagi ke masa depan. Akhirnya, pertarungan paling sengit bagi Takemichi dimulai!

Selling Point:
*Sudah terjual lebih dari 40 juta eksemplar di Jepang. *Pemenang Kodansha Manga Award kategori komik remaja pria tahun 2020. *Animasinya sudah ditonton lebih dari 10 juta views di Youtube Muse Indonesia. *Live Action movie-nya tayang Oktober 2021.

*****
Tokyo Revengers adalah karya Ken Wakui yang dirilis di Jepang pada tahun 2017 lalu dan sampai saat ini, sirkulasinya sudah mencapai lebih dari lima puluh juta eksemplar. Pada tahun 2020, komik ini berhasil memenangkan Kodansha Manga Award kategori komik remaja cowok. Komik ini sudah terjual lebih dari 40 juta eksemplar di Jepang. Menjadi pemenang Kodansha Manga Award kategori komik remaja pria tahun 2020. Animasinya sudah ditonton lebih dari 10 juta views di Youtube Muse Indonesia. Live Action movie-nya tayang Oktober 2021.

Di antara jenis buku lainnya, komik memang disukai oleh semua kalangan mulai dari anak kecil hingga orang dewasa. Alasan komik lebih disukai oleh banyak orang karena disajikan dengan penuh dengan gambar dan cerita yang mengasyikan sehingga mampu menghilangkan rasa bosan di kala waktu senggang.

Komik seringkali dijadikan sebagai koleksi dan diburu oleh penggemarnya karena serinya yang cukup terkenal dan kepopulerannya terus berlanjut sampai saat ini. Dalam memilih jenis komik, ada baiknya perhatikan terlebih dahulu ringkasan cerita komik di sampul bagian belakang sehingga sesuai dengan preferensi pribadi pembaca.",https://aff.gramedia.com/s/TIvkjbUcON
Belajar Mudah Data Mining untuk Pemula,Irwansyah Saputra,Rp 171.000,572,Penerbit Informatika,"September 29, 2023",0.585,9786237131793,16,Indonesia,24,https://cdn.gramedia.com/uploads/picture_meta/2023/12/14/7zwzkpzyg4ouxwqenckops.jpg,"""Belajar Mudah Data Mining untuk Pemula"" adalah panduan komprehensif untuk Anda yang ingin memasuki dunia data mining, tetapi merasa terintimidasi oleh terminologi teknis dan konsep-konsep yang kompleks. Penulis menggunakan bahasa yang jelas, mudah dipahami, dan langsung ke pokok bahasan, menjadikan buku ini sebagai akses yang mudah bagi pemula di bidang ini. Dengan melibatkan pembaca dalam praktik langsung, buku ini menyajikan contoh-contoh program yang dijelaskan dengan sangat rinci, menggunakan software Orange Data Mining dan Python. Setiap baris kode dianalisis dan dibahas, sehingga pembaca tidak hanya belajar 'apa' untuk dilakukan, tetapi juga 'mengapa' dan 'bagaimana'. Dengan pendekatan ini, penulis berharap untuk membangun pemahaman yang kokoh dan memberikan pembaca keterampilan yang mereka butuhkan untuk meraih kesuksesan dalam data mining. Jadi, jika Anda mencari panduan yang ramah pemula namun mendalam dalam data mining, ""Data Mining untuk Pemula"" adalah buku yang tepat untuk Anda.

Saat ini kita hidup di dunia yang sudah tidak dapat terpisah dari teknologi dan otomatisasi. Kemunculan cyber system membuat kita ""terpaksa"" hidup bersama dengan mesin, dan berurusan dengan banyak sekali data dari berbagai sumber. Tren yang ada saat ini menunjukkan bahwa siapa yang menguasai data, itu lah yang berkuasa. Mengapa? Karena data, apabila dikelola dengan baik, dapat memberi kita informasi-informasi yang penting. Oleh karena itu, konsep data mining saat ini menjadi salah satu hal yang penting untuk dipelajari.

Buku yang berjudul ""Belajar Mudah Data Mining Untuk Pemula"" ini adalah buku yang sangat luar biasa. Ditulis dengan bahasa yang ringan sehingga mudah dipahami oleh semua kalangan yang tertarik untuk mempelajari Data Mining. Meski bahasanya ringan, dari sisi substansi, buku ini mengulas lengkap mengenai Data Mining, yaitu: (1) Pengenalan Data Mining, (2) beberapa perangkat lunak yang memudahkan implementasi Data Mining dalam berbagai kasus, (3) Exploratory Data Analysis (EDA), (4) Permasalahan Klasifikasi, dan (5) Permasalahan Clustering. Buku ini juga menyediakan contoh-contoh kasus pada permasalahan klasifikasi maupun permasalahan clustering dengan bahasa pemrograman python. Saya yakin buku ini dapat menjadi salah satu acuan bagi para pembelajar di tanah air untuk lebih mengenal apa itu Data Mining dan bagaimana penerapannya dalam berbagai kasus.

Tahun Terbit : Cetakan Pertama, September 2023",https://aff.gramedia.com/s/GVoMWNxHEO
Literasi Digital Nusantara : Meningkatkan Daya Saing Generasi,Musiin,Rp 55.000,144.0,Andi Offset,"November 8, 2020",0.165,9786230107948,14.0,Indonesia,21.0,https://cdn.gramedia.com/uploads/items/9786230107948.jpg,"Disclaimer
Karena buku ini berkategori umum maka siapa saja dapat membacanya. Namun biasanya buku ini banyak dicari dan dibaca mulai dari kalangan remaja hingga orang dewasa. 

Buku ini ditulis dengan tujuan para pembaca akan lebih terbuka pemahaman dan penglihatannya terhadap dunia kini. Dimana pada saat ini penuh dengan persaingan yang tidak lagi seperti dulu, yang kini sudah dapat dilakukan melalui internet. Dimana dengan hal ini dibutuhkannya orang-orang yang mampu dan cerdas dalam pemahaman dalam internet. Kecerdasan ini bukan hanya dilakukan untuk melakukan sesuatu yang positif, tetap juga dilakukan untuk menghindari dan mengatasi hal-hal negatif yang diharapkan tidak akan terjadi.

Sinopsis
Tingginya penetrasi internet jika tidak diimbangi dengan kecerdasan literasi digital, dunia digital akan menjadi ancaman. Kecerdasan ini dibutuhkan untuk menangkal penyebaran konten negatif melalui internet, seperti hoaks, cyber bullying, online radicalism, pornografi, perjudian, human trafficking, fraud, dan piracy. Oleh karena itu, buku Literasi Digital Nusantara: Meningkatkan Daya Saing Generasi Muda Melalui Literasi hadir agar literasi digital berkonsep Indonesia tersebut bisa dipahami oleh generasi muda Indonesia.

Judul : Literasi Digital Nusantara : Meningkatkan Daya Saing Generasi
Rating : Umum
Cerita & Ilustrasi : Musiin
Tebal : 144  halaman
Berat : 0.165 kg
Format : Soft Cover
Tanggal Terbit : 9 Nov 2020
Dimensi : 14 x 21 cm
ISBN : 9786230107948",https://aff.gramedia.com/s/adziepgfrh
Diplomasi Ekonomi untuk Meningkatkan Daya Saing Bangsa,A.B Susanto,Rp 121.500,304.0,Pbk,"September 21, 2021",0.3,9786233462280,15.0,Indonesia,23.0,https://cdn.gramedia.com/uploads/items/50-diplomasi-ekonomi.png,"AB Susanto juga berkarya sebagai Taprof di Lemhannas RI untuk bidang Ekonomi dan Diplomasi. Dan menjadi cita citanya agar Indonesia mempunyai pendekatan Diplomasi Ekonomi yang kuat sehingga menuliskan ide-ide utamanya dalam buku ini.
AB Susanto dikenal luas sebagai pendiri The Jakarta Consulting Group, kantor konsultan Manajemen Stratejik yang banyak menangani konsultasi dan pelatihan bidang pengembangan organisasi, manajemen perubahan, kepemimpinan, budaya organisasi. AB Susanto juga sebagai Guru Besar FEB untuk Bidang Manajemen Stratejik dan Manajemen Bela Negara di UPN Veteran, Jakarta. Juga Executive Search dan Asesmen. Ia dikenal sebagai ahli di bidang Pengelolaan Bisnis Keluarga dan Manajemen Perusahaan Holding. 
AB Susanto tokoh kelahiran Yogyakarta, 5 September 1950 ini mendapatkan awalnya merupakan dokter dari Universitas Bonn, Jerman. Setelah itu ia melanjutkan di Universitas Dusseldorf hingga mendapatkan gelar Doktor bidang endokrinologi dan diabetologia.
Ia sempat menjadi Research Assistant pada Diabetes Research Institute di Universitas Dusseldorf pada 1973 hingga 1976. Selain itu Susanto juga pernah berpraktik sebagai dokter di Rumah Sakit (RS) Ratingen, RS Marien, serta Klinik Diabetes Bad Oeynhausen pada 1976 sampai 1978. Sempat bekerja di perusahaan farmasi Schering AG hingga posisi Direktur Marketing, tahun 1983, ia pulang ke Tanah Air. 
Pengalamannya bekerja lalu menuntun Susanto untuk dan mengambil kuliah di Fakultas Ekonomi Universitas Indonesia. Belum puas, ia melanjutkan pendidikannya hingga mendapatkan gelar Master of Arts dalam Studi Amerika Serikat dari almamaternya. Tak hanya itu, ia juga meraih dua gelar S3 dari Universitas Padjadjaran yakni Doktor Bidang Filsafat dan Doktor Bidang Manajemen dan Bisnis.
Berat buku   :     0.3 kg
Dimensi produk  :     15 × 23 × 3 cm
Penerbit   :     Penerbit Buku Kompas
Penulis   :     AB Susanto
Tahun Terbit   :     2021
Jumlah Halaman  :     304 halaman
Ukuran    :     15 cm x 23 cm",https://aff.gramedia.com/s/DVirZfcEtp
Data Mining,Dr. Suyanto,Rp 79.200,342,Informatika,"July 16, 2017",0.4000,9786026232366,16,Indonesia,,https://cdn.gramedia.com/uploads/items/9786026232366_c__data-mining.jpg,"Di era big data saat ini, dengan volume data mencapai zettabyte, permasalahan dan 
data tumbuh secara eksponensial sedangkan jumlah data analyst dan data scientist tumbuh
secara linier. Oleh harena itu, diperlukan teknik komputasi handal yang bisa menganalisis data
secara cepat dan akurat. Sayangnya, sebagian besar desainer dan pengembang sistem berbasis
data mining mengalami kesulitan dalam menentukan teknik dan metode yang paling sesuai untuk masalah
yang mereka hadapi. Buku ini memberikan gambaran secara jelas dan mudah bagaimana memahami masalah
dan data secara benar. Kedua hal ini sangat penting karena jika gagal melakukannya, Anda akan salah dalam
memilih teknik dan metode yang sesuai, yang pada akhirnya Anda akan mengalami banyak kesulitan pada tahap
desain dan implementasi.

Buku ini akan memandu Anda dalam memahami data miring untuk klasifikasi dan klasterisasi data. Penjelasan
diberikan secara menyeluruh, dari konsep dasar, visualisasi, hingga formulasi  matematis. Dalam buku ini Anda 
akan berlatih memahami masalah, memvisualisasikannya, memilih teknik dan metode yang sesuai, serta mendesain
dan mengimplementasikan sistem klasifikasi atau sistem klasterisasi yang tepat untuk masalah tersebut.",https://aff.gramedia.com/s/ACcXbNLgYV
Sertifikasi Keahlian Siswa : Strategi Mempersiapkan & Meningkatkan Sumber Daya Manusia Secara Profesional,Mohammad Saroni,Not available,,Arruzz Media,,,,,,,https://cdn.gramedia.com/uploads/items/9786023130771_sertifikasi_keahlian_siswa-strategi_mempersiapkan_meningkatkan_sumber_daya_manusia_secara_profesional.jpeg,"Sertifikasi keahlian, sudah menjadi kebutuhan penting bagi para tenaga kerja di era masyarakat ekonomi ASEAN. Sertifikasi ini dapat digunakan sebagai alat untuk mengklasifikasikan seseorang pada pekerjaan yang sesuai dengan kemampuan dan keahliannya. Kesesuaian kemampuan  dan keahlian ini dapat menumbuhkan profesionalitas pada tenaga kerja. Dengan kata lain, sertifikasi keahlian dapat menjadi bukti bahwa tenaga kerja itu profesional pada bidang pekerjaannya.
Lantas, bagaimana strategi mempersiapkan dan meningkatkan sumber daya manusia andal dan profesional?
Untuk hajat itulah buku ini hadir dihadapan anda. Melalui sertifikasi keahlian ini siswa SMK dapat dipersiapkan menjadi tenaga kerja yang andal dan profesional.dalam proses pendidikan dan pembelajaran ini mereka tidak hanya diharapkan dapat meningkatkan dan mengembangkan kemampuan yang dimiliki sesuai dengan kebutuhan masyarakat, tetapi juga memiliki kesadaran dan kesiapan mental saat bersaing dengan sumber daya manusia dari negara lain.",https://aff.gramedia.com/s/dxskylRIli
Data Mining Untuk Klasifikasi Dan Klasterisasi Data Edisi Revisi,Dr. Suyanto,Rp 90.000,414.0,Informatika,"February 17, 2019",0.2,9786026232977,16.0,Indonesia,24.0,https://cdn.gramedia.com/uploads/items/9786026232977_Data-Mining-Untuk-Klasifikai-dan-Klasterisasi-Data-Edisi-Revisi.jpg,"Di era big data saat ini, dengan volume data mencapai zettabyte (satu trilyun gigabyte) permasalahan dan data tumbuh secara eksponensial sedangkan jumlah data analyst dan data scientist tumbuh secara linier. Oleh karena itu, diperlukan teknik komputasi handal yang bisa menganalisis data secara cepat dan akurat. Sayangnya sebagian besar desainer dan pengembang sistem berbasis data mining mengalami kesulitan dalam menentukan teknik dan metode yang sesuai untuk masalah yang mereka hadapi. 

Buku ini memberikan gambaran secara jelas dan mudah cara memahami masalah dan data secara benar. kedua hal ini sangat penting karena jika gagal melakukannya Anda akan salah dalam memilih teknik dan metode yang sesuai. Pada akhirnya Anda akan mengalami banyak kesulitan pada tahap desain dan implementasi.

Buku ini akan memandu Anda dalam memahami data mining untuk klasifikasi dan klasterisasi data. Penjelasan diberikan secara menyeluruh dari konsep dasar, visualisasi, hingga formulasi matematis. 

Dalam buku ini Anda akan berlatih memahami masalah, memvisualisasinya, memilih teknik dan metode yang sesuai, mendesain, dan mengimplementasikan model klasifikasi atau model klasterisasi yang tepat untuk masalah tersebut.

Informasi Buku
Judul Buku  : Data Mining untuk Klasifikasi dan Klasterisasi Data Edisi Revisi
Penerbit  : Informatika
Penulis  : Dr. Suyanto
Tanggal Terbit : 18 Februari 2019
Jumlah Halaman : 414 halaman
Format Buku  : Soft Cover
Berat Buku  : 200 gram
Dimensi  : 16 x 24 cm
Teks Bahasa  : Bahasa Indonesia
ISBN   : 9786026232977
SKU   : 208013269
Harga   : Rp85.000",https://aff.gramedia.com/s/hctdGmzaCC
